Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-01-02 00:00:00-05:00,17.2947338904156,17.336750396463433,17.18082158752494,17.215368270874023,234684800,0.0,0.0
2014-01-03 00:00:00-05:00,17.206967176986268,17.233109896093442,16.820100477848595,16.83721923828125,392467600,0.0,0.0
2014-01-06 00:00:00-05:00,16.72735303445934,17.018357008630502,16.607526695322754,16.929033279418945,412610800,0.0,0.0
2014-01-07 00:00:00-05:00,16.941174778983832,16.99221691785873,16.741984444336474,16.807966232299805,317209200,0.0,0.0
2014-01-08 00:00:00-05:00,16.76967629282458,16.979760453544635,16.765943044215287,16.91440200805664,258529600,0.0,0.0
2014-01-09 00:00:00-05:00,17.018357255734166,17.020225542696924,16.66199315282743,16.698408126831055,279148800,0.0,0.0
2014-01-10 00:00:00-05:00,16.80143119677845,16.8316213262468,16.530034183105972,16.586990356445312,304976000,0.0,0.0
2014-01-13 00:00:00-05:00,16.492681438946438,16.88452635571707,16.491747295504773,16.67382049560547,378492800,0.0,0.0
2014-01-14 00:00:00-05:00,16.75131635467647,17.01617757837035,16.733886768796346,17.005596160888672,332561600,0.0,0.0
2014-01-15 00:00:00-05:00,17.227505369073537,17.435410426186085,17.169615080225473,17.34701919555664,391638800,0.0,0.0
2014-01-16 00:00:00-05:00,17.270459237787698,17.33115030564298,17.170239939311365,17.250228881835938,229278000,0.0,0.0
2014-01-17 00:00:00-05:00,17.164016178223385,17.18237824664594,16.80360469473185,16.82756996154785,426739600,0.0,0.0
2014-01-21 00:00:00-05:00,16.837525522441382,17.120127109460913,16.819785112615072,17.089004516601562,328526800,0.0,0.0
2014-01-22 00:00:00-05:00,17.14627295514151,17.34483990169301,17.049790249515215,17.164947509765625,379985200,0.0,0.0
2014-01-23 00:00:00-05:00,17.11608658824622,17.32025677697597,16.956422851149398,17.3102970123291,403239200,0.0,0.0
2014-01-24 00:00:00-05:00,17.242444301872084,17.29286477157414,16.954551963461842,16.995635986328125,429354800,0.0,0.0
2014-01-27 00:00:00-05:00,17.12013412313014,17.267348169862316,16.985680610646188,17.133516311645508,554878800,0.0,0.0
2014-01-28 00:00:00-05:00,15.834419349772315,16.02862978472724,15.626201748365844,15.764081001281738,1065523200,0.0,0.0
2014-01-29 00:00:00-05:00,15.68471235715623,15.791154834073705,15.518823789722552,15.585116386413574,502810000,0.0,0.0
2014-01-30 00:00:00-05:00,15.640832966503115,15.764083417622741,15.459072210193172,15.554931640625,678501600,0.0,0.0
2014-01-31 00:00:00-05:00,15.411756919756403,15.609391387786873,15.361025625665034,15.580446243286133,464797200,0.0,0.0
2014-02-03 00:00:00-05:00,15.643005410847657,15.802358286242038,15.539987026460539,15.609391212463379,401464000,0.0,0.0
2014-02-04 00:00:00-05:00,15.74384530111325,15.8562017983385,15.647673418561684,15.835348129272461,376681200,0.0,0.0
2014-02-05 00:00:00-05:00,15.765946173354749,16.03734310145792,15.756297236157828,15.953620910644531,328344800,0.0,0.0
2014-02-06 00:00:00-05:00,15.96990678076493,16.077613488364506,15.899458403917436,16.046615600585938,257765200,0.108929,0.0
2014-02-07 00:00:00-05:00,16.324328120604623,16.372858240657916,16.19908920899137,16.271100997924805,370280400,0.0,0.0
2014-02-10 00:00:00-05:00,16.239166232172636,16.656527301340653,16.218502094524734,16.562597274780273,345559200,0.0,0.0
2014-02-11 00:00:00-05:00,16.613319869685842,16.836871464338916,16.57856472248394,16.78082847595215,282256800,0.0,0.0
2014-02-12 00:00:00-05:00,16.811829473643876,16.893547986172518,16.695670163862214,16.779579162597656,308100800,0.0,0.0
2014-02-13 00:00:00-05:00,16.74012174384645,17.059170108117677,16.72571972103001,17.0460205078125,307398000,0.0,0.0
2014-02-14 00:00:00-05:00,16.98465524305053,17.094554086566657,16.945206434149174,17.032245635986328,272924400,0.0,0.0
2014-02-18 00:00:00-05:00,17.095178486591927,17.257675732705923,17.082966947300193,17.094865798950195,260251600,0.0,0.0
2014-02-19 00:00:00-05:00,17.056030519942887,17.123034257999716,16.73040917456852,16.82496452331543,313768000,0.0,0.0
2014-02-20 00:00:00-05:00,16.687832076070574,16.813385325497887,16.562905873876236,16.63022232055664,305858000,0.0,0.0
2014-02-21 00:00:00-05:00,16.68157525366828,16.73730722940637,16.42514796871962,16.445499420166016,278784800,0.0,0.0
2014-02-24 00:00:00-05:00,16.379749881857343,16.591716997606774,16.35689358473133,16.51751136779785,288909600,0.0,0.0
2014-02-25 00:00:00-05:00,16.574805577987046,16.58075333031467,16.312428936650928,16.345617294311523,231952000,0.0,0.0
2014-02-26 00:00:00-05:00,16.394152529352667,16.437672967414485,16.143360298889544,16.198152542114258,276217200,0.0,0.0
2014-02-27 00:00:00-05:00,16.19158129970039,16.556028052780576,16.15745318904233,16.52127456665039,301882000,0.0,0.0
2014-02-28 00:00:00-05:00,16.56541440447076,16.68032292563898,16.347497885201175,16.47649574279785,371968800,0.0,0.0
2014-03-03 00:00:00-05:00,16.38820443700876,16.614575277441705,16.369105405848646,16.524089813232422,238781200,0.0,0.0
2014-03-04 00:00:00-05:00,16.625528519231263,16.676876167765506,16.524396660074054,16.633041381835938,259140000,0.0,0.0
2014-03-05 00:00:00-05:00,16.623026257881648,16.74294112825084,16.566979926272275,16.66811180114746,200062800,0.0,0.0
2014-03-06 00:00:00-05:00,16.681574368206576,16.73323638533845,16.534731572359636,16.61770248413086,185488800,0.0,0.0
2014-03-07 00:00:00-05:00,16.628341706438725,16.656207680751972,16.470539862580956,16.607990264892578,220729600,0.0,0.0
2014-03-10 00:00:00-04:00,16.54286682400391,16.698476518985686,16.5422397768454,16.62302017211914,178584000,0.0,0.0
2014-03-11 00:00:00-04:00,16.764859759838718,16.867867762951537,16.675312374310405,16.784896850585938,279224400,0.0,0.0
